cuisines,votes,name
Andhra,0,47
Andhra,4,12
Andhra,5,9
Andhra,6,2
Andhra,7,2
Andhra,8,6
Andhra,9,2
Andhra,10,1
Andhra,11,3
Andhra,12,2
Andhra,13,7
Andhra,16,2
Andhra,18,2
Andhra,21,14
Andhra,22,10
Andhra,23,13
Andhra,41,2
Andhra,45,2
Andhra,46,5
Andhra,48,1
Andhra,51,1
Andhra,57,1
Andhra,70,2
Andhra,71,1
Andhra,83,2
Andhra,85,2
Andhra,175,2
Andhra,177,1
Andhra,178,2
Andhra,240,2
Andhra,779,1
Andhra,781,3
Andhra,785,4
Andhra,787,3
"Andhra, Biryani",0,39
"Andhra, Biryani",4,1
"Andhra, Biryani",6,1
"Andhra, Biryani",7,2
"Andhra, Biryani",9,1
"Andhra, Biryani",11,2
"Andhra, Biryani",13,2
"Andhra, Biryani",14,2
"Andhra, Biryani",16,7
"Andhra, Biryani",18,2
"Andhra, Biryani",22,2
"Andhra, Biryani",52,2
"Andhra, Biryani",59,4
"Andhra, Biryani",60,6
"Andhra, Biryani",68,9
"Andhra, Biryani",87,2
"Andhra, Biryani",108,2
"Andhra, Biryani",110,2
"Andhra, Biryani",111,5
"Andhra, Biryani",131,1
"Andhra, Biryani",135,1
"Andhra, Biryani",136,2
"Andhra, Biryani",146,1
"Andhra, Biryani",158,1
"Andhra, Biryani",187,3
"Andhra, Biryani",188,1
"Andhra, Biryani",189,2
"Andhra, Biryani",190,1
"Andhra, Biryani",196,2
"Andhra, Biryani",212,1
"Andhra, Biryani",289,2
"Andhra, Biryani",321,1
"Andhra, Biryani",325,1
"Andhra, Biryani",326,2
"Andhra, Biryani",327,5
"Andhra, Biryani",330,1
"Andhra, Biryani",344,2
"Andhra, Biryani",920,1
"Andhra, Biryani",923,1
"Andhra, Biryani",927,1
"Andhra, Biryani",950,1
"Andhra, Biryani",970,1
"Andhra, Biryani",1278,1
"Andhra, Biryani",1292,2
"Andhra, Biryani",1772,2
"Andhra, Biryani",1773,2
"Andhra, Biryani",1789,2
"Andhra, Biryani",1792,2
"Andhra, Biryani",1796,1
"Andhra, Biryani",1817,1
"Andhra, Biryani",1926,2
Arabian,0,39
Arabian,8,10
Arabian,9,3
Arabian,10,4
Arabian,11,4
Arabian,13,5
Arabian,14,3
Arabian,16,2
Arabian,18,1
Arabian,20,2
Arabian,21,3
Arabian,30,3
Arabian,31,2
Arabian,32,2
Arabian,41,4
Arabian,66,2
Arabian,78,3
Arabian,79,1
Arabian,80,5
Arabian,82,4
Arabian,89,1
Arabian,96,1
Arabian,110,3
Arabian,111,3
Arabian,117,1
Arabian,118,3
Arabian,137,2
Arabian,160,1
Arabian,170,1
Arabian,175,1
Arabian,176,2
Arabian,179,2
Arabian,197,1
Arabian,198,1
Arabian,201,3
Arabian,219,3
Arabian,224,1
Arabian,381,6
Arabian,382,5
Arabian,405,2
Arabian,407,2
Arabian,410,1
Arabian,412,3
Arabian,413,1
Arabian,414,1
Arabian,792,1
Arabian,794,1
Bakery,0,274
Bakery,4,24
Bakery,5,13
Bakery,6,19
Bakery,7,12
Bakery,8,16
Bakery,9,4
Bakery,10,11
Bakery,11,22
Bakery,12,5
Bakery,13,2
Bakery,14,10
Bakery,15,18
Bakery,16,4
Bakery,17,8
Bakery,19,12
Bakery,20,4
Bakery,21,3
Bakery,22,6
Bakery,23,29
Bakery,24,8
Bakery,25,7
Bakery,27,7
Bakery,30,4
Bakery,31,4
Bakery,33,5
Bakery,34,2
Bakery,35,2
Bakery,36,15
Bakery,37,12
Bakery,38,2
Bakery,39,1
Bakery,40,2
Bakery,41,21
Bakery,43,1
Bakery,44,2
Bakery,45,2
Bakery,49,2
Bakery,50,2
Bakery,51,1
Bakery,53,1
Bakery,56,2
Bakery,59,1
Bakery,60,1
Bakery,63,1
Bakery,67,1
Bakery,71,4
Bakery,73,4
Bakery,74,2
Bakery,77,1
Bakery,78,2
Bakery,81,1
Bakery,83,1
Bakery,84,2
Bakery,95,1
Bakery,97,1
Bakery,98,2
Bakery,100,11
Bakery,102,1
Bakery,130,2
Bakery,142,4
Bakery,146,1
Bakery,148,1
Bakery,245,1
Bakery,502,1
Bakery,544,3
"Bakery, Desserts",0,295
"Bakery, Desserts",4,20
"Bakery, Desserts",5,17
"Bakery, Desserts",6,41
"Bakery, Desserts",7,7
"Bakery, Desserts",8,22
"Bakery, Desserts",9,8
"Bakery, Desserts",10,6
"Bakery, Desserts",11,22
"Bakery, Desserts",12,8
"Bakery, Desserts",13,8
"Bakery, Desserts",14,11
"Bakery, Desserts",15,7
"Bakery, Desserts",16,8
"Bakery, Desserts",17,12
"Bakery, Desserts",18,8
"Bakery, Desserts",19,11
"Bakery, Desserts",20,14
"Bakery, Desserts",21,8
"Bakery, Desserts",22,9
"Bakery, Desserts",23,8
"Bakery, Desserts",24,13
"Bakery, Desserts",25,13
"Bakery, Desserts",26,7
"Bakery, Desserts",27,2
"Bakery, Desserts",28,13
"Bakery, Desserts",29,11
"Bakery, Desserts",30,1
"Bakery, Desserts",31,4
"Bakery, Desserts",32,5
"Bakery, Desserts",33,17
"Bakery, Desserts",34,6
"Bakery, Desserts",35,9
"Bakery, Desserts",36,5
"Bakery, Desserts",37,1
"Bakery, Desserts",38,8
"Bakery, Desserts",39,8
"Bakery, Desserts",40,1
"Bakery, Desserts",41,3
"Bakery, Desserts",42,6
"Bakery, Desserts",44,3
"Bakery, Desserts",45,1
"Bakery, Desserts",46,2
"Bakery, Desserts",48,6
"Bakery, Desserts",49,5
"Bakery, Desserts",50,5
"Bakery, Desserts",51,4
"Bakery, Desserts",52,2
"Bakery, Desserts",53,2
"Bakery, Desserts",54,1
"Bakery, Desserts",55,1
"Bakery, Desserts",56,5
"Bakery, Desserts",57,1
"Bakery, Desserts",58,2
"Bakery, Desserts",60,2
"Bakery, Desserts",65,2
"Bakery, Desserts",66,4
"Bakery, Desserts",68,1
"Bakery, Desserts",69,2
"Bakery, Desserts",71,1
"Bakery, Desserts",72,1
"Bakery, Desserts",73,1
"Bakery, Desserts",74,3
"Bakery, Desserts",75,6
"Bakery, Desserts",76,9
"Bakery, Desserts",78,8
"Bakery, Desserts",79,1
"Bakery, Desserts",81,6
"Bakery, Desserts",82,1
"Bakery, Desserts",83,2
"Bakery, Desserts",87,2
"Bakery, Desserts",88,2
"Bakery, Desserts",89,1
"Bakery, Desserts",90,3
"Bakery, Desserts",91,6
"Bakery, Desserts",92,4
"Bakery, Desserts",93,7
"Bakery, Desserts",94,2
"Bakery, Desserts",95,5
"Bakery, Desserts",96,1
"Bakery, Desserts",97,2
"Bakery, Desserts",98,4
"Bakery, Desserts",99,4
"Bakery, Desserts",104,1
"Bakery, Desserts",119,1
"Bakery, Desserts",120,1
"Bakery, Desserts",122,1
"Bakery, Desserts",123,7
"Bakery, Desserts",124,3
"Bakery, Desserts",126,2
"Bakery, Desserts",127,2
"Bakery, Desserts",132,1
"Bakery, Desserts",133,4
"Bakery, Desserts",134,2
"Bakery, Desserts",142,10
"Bakery, Desserts",153,2
"Bakery, Desserts",154,1
"Bakery, Desserts",157,1
"Bakery, Desserts",158,1
"Bakery, Desserts",171,1
"Bakery, Desserts",175,2
"Bakery, Desserts",179,2
"Bakery, Desserts",180,3
"Bakery, Desserts",181,2
"Bakery, Desserts",184,1
"Bakery, Desserts",189,2
"Bakery, Desserts",190,6
"Bakery, Desserts",191,1
"Bakery, Desserts",193,1
"Bakery, Desserts",217,1
"Bakery, Desserts",228,1
"Bakery, Desserts",229,1
"Bakery, Desserts",230,1
"Bakery, Desserts",232,3
"Bakery, Desserts",241,4
"Bakery, Desserts",338,1
"Bakery, Desserts",342,1
"Bakery, Desserts",434,1
"Bakery, Desserts",659,1
"Bakery, Desserts",661,1
"Bakery, Desserts",665,1
"Bakery, Desserts",666,2
"Bakery, Desserts",673,1
"Bakery, Desserts",683,2
"Bakery, Desserts",888,2
"Bakery, Desserts",889,1
"Bakery, Desserts",891,1
"Bakery, Desserts",894,2
"Bakery, Desserts",895,3
"Bakery, Desserts",1156,1
"Bakery, Desserts",1161,1
"Bakery, Fast Food",0,73
"Bakery, Fast Food",4,6
"Bakery, Fast Food",7,3
"Bakery, Fast Food",8,1
"Bakery, Fast Food",9,7
"Bakery, Fast Food",10,2
"Bakery, Fast Food",11,2
"Bakery, Fast Food",14,12
"Bakery, Fast Food",18,1
"Bakery, Fast Food",19,2
"Bakery, Fast Food",20,1
"Bakery, Fast Food",21,4
"Bakery, Fast Food",23,4
"Bakery, Fast Food",25,4
"Bakery, Fast Food",27,1
"Bakery, Fast Food",29,1
"Bakery, Fast Food",30,5
"Bakery, Fast Food",31,3
"Bakery, Fast Food",32,2
"Bakery, Fast Food",34,7
"Bakery, Fast Food",35,3
"Bakery, Fast Food",36,1
"Bakery, Fast Food",37,6
"Bakery, Fast Food",39,2
"Bakery, Fast Food",49,2
"Bakery, Fast Food",50,2
"Bakery, Fast Food",52,4
"Bakery, Fast Food",53,4
"Bakery, Fast Food",55,2
"Bakery, Fast Food",60,5
"Bakery, Fast Food",111,6
"Bakery, Fast Food",132,1
"Bakery, Fast Food",133,1
"Bakery, Fast Food",186,6
"Bakery, Fast Food",187,3
"Bakery, Fast Food",188,1
"Bakery, Fast Food",189,1
"Bakery, Fast Food",208,1
"Bakery, Fast Food",211,6
"Bakery, Fast Food",215,2
"Bakery, Fast Food",346,1
Beverages,0,111
Beverages,4,18
Beverages,5,12
Beverages,6,18
Beverages,7,14
Beverages,8,19
Beverages,9,13
Beverages,10,3
Beverages,11,2
Beverages,12,3
Beverages,13,4
Beverages,15,2
Beverages,16,2
Beverages,18,1
Beverages,20,1
Beverages,25,2
Beverages,26,1
Beverages,28,4
Beverages,29,1
Beverages,39,6
Beverages,40,8
Beverages,41,10
Beverages,45,3
Beverages,47,4
Beverages,48,1
Beverages,54,8
Beverages,55,3
Beverages,56,3
Beverages,87,9
Beverages,96,2
Beverages,105,2
Beverages,135,1
Beverages,169,1
Beverages,210,1
Beverages,248,1
Beverages,249,6
Beverages,250,1
"Beverages, Desserts",0,48
"Beverages, Desserts",9,2
"Beverages, Desserts",11,2
"Beverages, Desserts",12,2
"Beverages, Desserts",15,1
"Beverages, Desserts",16,11
"Beverages, Desserts",18,2
"Beverages, Desserts",23,7
"Beverages, Desserts",25,6
"Beverages, Desserts",28,2
"Beverages, Desserts",46,2
"Beverages, Desserts",49,1
"Beverages, Desserts",58,2
"Beverages, Desserts",61,4
"Beverages, Desserts",70,2
"Beverages, Desserts",73,3
"Beverages, Desserts",82,1
"Beverages, Desserts",95,6
"Beverages, Desserts",96,2
"Beverages, Desserts",99,1
"Beverages, Desserts",110,1
"Beverages, Desserts",121,1
"Beverages, Desserts",141,1
"Beverages, Desserts",143,2
"Beverages, Desserts",149,9
"Beverages, Desserts",154,1
"Beverages, Desserts",209,2
"Beverages, Desserts",210,4
"Beverages, Desserts",820,1
"Beverages, Desserts",822,1
"Beverages, Fast Food",0,32
"Beverages, Fast Food",4,4
"Beverages, Fast Food",5,9
"Beverages, Fast Food",6,3
"Beverages, Fast Food",8,12
"Beverages, Fast Food",9,2
"Beverages, Fast Food",10,7
"Beverages, Fast Food",11,8
"Beverages, Fast Food",12,4
"Beverages, Fast Food",13,6
"Beverages, Fast Food",14,6
"Beverages, Fast Food",15,1
"Beverages, Fast Food",16,6
"Beverages, Fast Food",17,4
"Beverages, Fast Food",18,5
"Beverages, Fast Food",19,1
"Beverages, Fast Food",20,5
"Beverages, Fast Food",21,3
"Beverages, Fast Food",23,5
"Beverages, Fast Food",24,1
"Beverages, Fast Food",25,5
"Beverages, Fast Food",29,5
"Beverages, Fast Food",30,5
"Beverages, Fast Food",31,3
"Beverages, Fast Food",32,1
"Beverages, Fast Food",35,3
"Beverages, Fast Food",36,1
"Beverages, Fast Food",40,6
"Beverages, Fast Food",41,2
"Beverages, Fast Food",42,2
"Beverages, Fast Food",43,8
"Beverages, Fast Food",44,4
"Beverages, Fast Food",45,3
"Beverages, Fast Food",47,1
"Beverages, Fast Food",48,5
"Beverages, Fast Food",49,2
"Beverages, Fast Food",52,3
"Beverages, Fast Food",55,2
"Beverages, Fast Food",60,4
"Beverages, Fast Food",64,2
"Beverages, Fast Food",65,1
"Beverages, Fast Food",66,1
"Beverages, Fast Food",68,2
"Beverages, Fast Food",93,1
"Beverages, Fast Food",94,6
"Beverages, Fast Food",97,1
"Beverages, Fast Food",98,1
"Beverages, Fast Food",115,4
"Beverages, Fast Food",116,1
"Beverages, Fast Food",119,1
"Beverages, Fast Food",120,2
"Beverages, Fast Food",122,9
"Beverages, Fast Food",124,4
"Beverages, Fast Food",125,3
"Beverages, Fast Food",152,1
"Beverages, Fast Food",159,2
"Beverages, Fast Food",164,5
"Beverages, Fast Food",165,1
"Beverages, Fast Food",184,2
"Beverages, Fast Food",209,1
"Beverages, Fast Food",210,1
"Beverages, Fast Food",288,2
"Beverages, Fast Food",290,1
"Beverages, Fast Food",658,2
"Beverages, Fast Food",659,2
Biryani,0,306
Biryani,4,42
Biryani,5,15
Biryani,6,47
Biryani,7,22
Biryani,8,22
Biryani,9,30
Biryani,10,12
Biryani,11,11
Biryani,12,9
Biryani,13,29
Biryani,14,2
Biryani,15,9
Biryani,16,8
Biryani,17,8
Biryani,18,9
Biryani,21,18
Biryani,22,1
Biryani,23,4
Biryani,24,10
Biryani,26,18
Biryani,27,10
Biryani,28,7
Biryani,29,1
Biryani,30,1
Biryani,31,2
Biryani,36,1
Biryani,37,2
Biryani,38,1
Biryani,39,1
Biryani,40,2
Biryani,41,13
Biryani,43,2
Biryani,44,4
Biryani,45,9
Biryani,46,6
Biryani,47,4
Biryani,49,10
Biryani,50,6
Biryani,51,4
Biryani,55,4
Biryani,56,2
Biryani,57,2
Biryani,58,2
Biryani,59,4
Biryani,62,2
Biryani,63,1
Biryani,64,3
Biryani,65,2
Biryani,66,6
Biryani,68,4
Biryani,70,11
Biryani,74,3
Biryani,77,5
Biryani,80,1
Biryani,85,1
Biryani,88,1
Biryani,90,3
Biryani,91,2
Biryani,99,1
Biryani,101,2
Biryani,102,2
Biryani,105,1
Biryani,114,2
Biryani,115,1
Biryani,117,10
Biryani,126,2
Biryani,128,3
Biryani,129,2
Biryani,131,1
Biryani,138,1
Biryani,147,1
Biryani,160,2
Biryani,161,6
Biryani,162,2
Biryani,163,6
Biryani,164,1
Biryani,166,1
Biryani,167,1
Biryani,173,5
Biryani,177,4
Biryani,180,1
Biryani,183,1
Biryani,185,3
Biryani,187,1
Biryani,189,1
Biryani,190,2
Biryani,214,2
Biryani,218,2
Biryani,221,1
Biryani,223,1
Biryani,230,2
Biryani,232,2
Biryani,234,1
Biryani,240,3
Biryani,249,1
Biryani,278,8
Biryani,296,6
Biryani,297,2
Biryani,301,1
Biryani,302,2
Biryani,303,4
Biryani,349,1
Biryani,356,1
Biryani,357,2
Biryani,358,2
Biryani,359,1
Biryani,365,1
Biryani,374,1
Biryani,375,4
Biryani,472,2
Biryani,473,1
Biryani,474,2
Biryani,492,1
Biryani,494,2
Biryani,496,1
Biryani,627,2
Biryani,634,2
Biryani,782,1
Biryani,783,1
Biryani,1071,1
Biryani,1073,1
Biryani,1076,1
Biryani,1080,2
Biryani,1081,1
"Biryani, Fast Food",0,55
"Biryani, Fast Food",4,5
"Biryani, Fast Food",6,15
"Biryani, Fast Food",7,6
"Biryani, Fast Food",10,4
"Biryani, Fast Food",11,10
"Biryani, Fast Food",17,1
"Biryani, Fast Food",24,1
"Biryani, Fast Food",25,1
"Biryani, Fast Food",38,2
"Biryani, Fast Food",41,2
"Biryani, Fast Food",51,1
"Biryani, Fast Food",55,5
"Biryani, Fast Food",56,6
"Biryani, Fast Food",68,6
"Biryani, Fast Food",69,2
"Biryani, Fast Food",70,4
"Biryani, Fast Food",73,2
"Biryani, Fast Food",101,3
"Biryani, Fast Food",104,4
"Biryani, Fast Food",155,2
"Biryani, Fast Food",162,2
"Biryani, Fast Food",164,3
"Biryani, Fast Food",166,2
"Biryani, Fast Food",167,1
"Biryani, Fast Food",171,2
"Biryani, Fast Food",173,1
"Biryani, Fast Food",189,1
"Biryani, Fast Food",191,5
"Biryani, Fast Food",192,3
"Biryani, Fast Food",259,1
"Biryani, Fast Food",261,4
"Biryani, Fast Food",263,1
"Biryani, Fast Food",334,1
"Biryani, Fast Food",339,2
"Biryani, Kebab",0,117
"Biryani, Kebab",4,2
"Biryani, Kebab",5,3
"Biryani, Kebab",6,16
"Biryani, Kebab",7,13
"Biryani, Kebab",10,5
"Biryani, Kebab",11,3
"Biryani, Kebab",15,1
"Biryani, Kebab",16,3
"Biryani, Kebab",17,10
"Biryani, Kebab",18,1
"Biryani, Kebab",19,1
"Biryani, Kebab",20,2
"Biryani, Kebab",22,2
"Biryani, Kebab",23,2
"Biryani, Kebab",33,1
"Biryani, Kebab",35,9
"Biryani, Kebab",62,5
"Biryani, Kebab",63,4
"Biryani, Kebab",64,2
"Biryani, Kebab",73,1
"Biryani, Kebab",94,1
"Biryani, Kebab",99,3
"Biryani, Kebab",101,1
"Biryani, Kebab",118,6
"Biryani, Kebab",119,3
"Biryani, Kebab",140,2
"Biryani, Kebab",161,2
"Biryani, Kebab",162,1
"Biryani, Kebab",163,1
"Biryani, Kebab",175,4
"Biryani, Kebab",176,2
"Biryani, Kebab",215,2
"Biryani, Kebab",216,2
"Biryani, Kebab",220,3
"Biryani, Kebab",226,1
"Biryani, Kebab",227,3
"Biryani, Kebab",228,1
"Biryani, Kebab",257,8
"Biryani, Kebab",279,2
"Biryani, Kebab",294,2
"Biryani, Kebab",297,2
"Biryani, Kebab",373,1
"Biryani, Kebab",374,3
"Biryani, Kebab",380,3
"Biryani, Kebab",383,1
"Biryani, Kebab",386,1
"Biryani, Kebab",391,1
"Biryani, Kebab",424,1
"Biryani, Kebab",425,1
"Biryani, Kebab",426,1
"Biryani, Kebab",428,1
"Biryani, Kebab",429,1
"Biryani, Kebab",430,1
"Biryani, Kebab",682,2
"Biryani, Kebab",778,2
"Biryani, Kebab",894,2
"Biryani, Kebab",897,1
"Biryani, North Indian",0,62
"Biryani, North Indian",4,6
"Biryani, North Indian",5,6
"Biryani, North Indian",6,3
"Biryani, North Indian",7,8
"Biryani, North Indian",8,6
"Biryani, North Indian",9,2
"Biryani, North Indian",10,4
"Biryani, North Indian",11,12
"Biryani, North Indian",12,4
"Biryani, North Indian",13,1
"Biryani, North Indian",14,2
"Biryani, North Indian",15,1
"Biryani, North Indian",17,8
"Biryani, North Indian",19,8
"Biryani, North Indian",20,4
"Biryani, North Indian",21,9
"Biryani, North Indian",22,4
"Biryani, North Indian",24,2
"Biryani, North Indian",28,4
"Biryani, North Indian",30,2
"Biryani, North Indian",36,1
"Biryani, North Indian",37,3
"Biryani, North Indian",38,3
"Biryani, North Indian",39,1
"Biryani, North Indian",40,2
"Biryani, North Indian",41,3
"Biryani, North Indian",43,4
"Biryani, North Indian",44,1
"Biryani, North Indian",45,3
"Biryani, North Indian",46,2
"Biryani, North Indian",52,2
"Biryani, North Indian",53,1
"Biryani, North Indian",57,1
"Biryani, North Indian",58,5
"Biryani, North Indian",59,3
"Biryani, North Indian",71,2
"Biryani, North Indian",73,1
"Biryani, North Indian",77,2
"Biryani, North Indian",114,2
"Biryani, North Indian",128,1
"Biryani, North Indian",129,1
"Biryani, North Indian",131,2
"Biryani, North Indian",137,4
"Biryani, North Indian",139,3
"Biryani, North Indian",171,4
"Biryani, North Indian",181,1
"Biryani, North Indian",193,1
"Biryani, North Indian",197,1
"Biryani, North Indian",231,4
"Biryani, North Indian",254,3
"Biryani, North Indian",256,4
"Biryani, North Indian",257,2
"Biryani, North Indian",334,11
"Biryani, North Indian",342,4
"Biryani, North Indian",392,10
"Biryani, North Indian",406,5
"Biryani, North Indian",439,3
"Biryani, North Indian",1369,1
"Biryani, North Indian",1788,2
"Biryani, North Indian",1799,2
"Biryani, North Indian, Chinese",0,10
"Biryani, North Indian, Chinese",4,1
"Biryani, North Indian, Chinese",7,5
"Biryani, North Indian, Chinese",11,3
"Biryani, North Indian, Chinese",13,3
"Biryani, North Indian, Chinese",14,1
"Biryani, North Indian, Chinese",19,2
"Biryani, North Indian, Chinese",20,1
"Biryani, North Indian, Chinese",21,1
"Biryani, North Indian, Chinese",22,1
"Biryani, North Indian, Chinese",24,3
"Biryani, North Indian, Chinese",33,2
"Biryani, North Indian, Chinese",37,2
"Biryani, North Indian, Chinese",45,1
"Biryani, North Indian, Chinese",49,1
"Biryani, North Indian, Chinese",50,2
"Biryani, North Indian, Chinese",96,4
"Biryani, North Indian, Chinese",97,4
"Biryani, North Indian, Chinese",100,2
"Biryani, North Indian, Chinese",102,1
"Biryani, North Indian, Chinese",103,2
"Biryani, North Indian, Chinese",132,7
"Biryani, North Indian, Chinese",133,3
"Biryani, North Indian, Chinese",135,2
"Biryani, North Indian, Chinese",161,3
"Biryani, North Indian, Chinese",168,1
"Biryani, North Indian, Chinese",198,1
"Biryani, North Indian, Chinese",199,1
"Biryani, North Indian, Chinese",218,4
"Biryani, North Indian, Chinese",220,1
"Biryani, North Indian, Chinese",221,6
"Biryani, North Indian, Chinese",222,1
"Biryani, North Indian, Chinese",225,2
"Biryani, North Indian, Chinese",229,2
"Biryani, North Indian, Chinese",243,2
"Biryani, North Indian, Chinese",244,2
"Biryani, North Indian, Chinese",246,4
"Biryani, North Indian, Chinese",255,2
"Biryani, North Indian, Chinese",283,5
"Biryani, North Indian, Chinese",298,9
"Biryani, North Indian, Chinese",374,1
"Biryani, North Indian, Chinese",378,2
"Biryani, North Indian, Chinese",387,2
"Biryani, North Indian, Chinese",395,2
"Biryani, North Indian, Chinese",429,1
"Biryani, North Indian, Chinese",434,2
"Biryani, North Indian, Chinese",794,1
"Biryani, North Indian, Chinese",796,1
"Biryani, North Indian, Chinese",798,2
"Biryani, North Indian, Chinese",833,5
"Biryani, North Indian, Chinese",1348,2
"Biryani, North Indian, Chinese",1352,2
"Biryani, North Indian, Chinese",1363,4
"Biryani, North Indian, Chinese",1364,2
"Biryani, North Indian, Chinese",1615,2
"Biryani, North Indian, Chinese",1626,1
"Biryani, North Indian, Chinese",1627,1
"Biryani, North Indian, Chinese",4401,2
"Biryani, North Indian, Chinese",4432,1
"Biryani, North Indian, Chinese",4455,1
"Biryani, South Indian",0,38
"Biryani, South Indian",4,6
"Biryani, South Indian",5,4
"Biryani, South Indian",7,3
"Biryani, South Indian",8,4
"Biryani, South Indian",9,16
"Biryani, South Indian",17,2
"Biryani, South Indian",28,2
"Biryani, South Indian",32,8
"Biryani, South Indian",42,2
"Biryani, South Indian",43,1
"Biryani, South Indian",44,1
"Biryani, South Indian",60,6
"Biryani, South Indian",62,5
"Biryani, South Indian",65,10
"Biryani, South Indian",72,1
"Biryani, South Indian",73,2
"Biryani, South Indian",74,1
"Biryani, South Indian",120,3
"Biryani, South Indian",121,2
"Biryani, South Indian",175,2
"Biryani, South Indian",281,2
"Biryani, South Indian",282,2
"Biryani, South Indian",283,3
"Biryani, South Indian",1176,1
"Burger, Fast Food",0,15
"Burger, Fast Food",4,2
"Burger, Fast Food",5,1
"Burger, Fast Food",10,2
"Burger, Fast Food",11,3
"Burger, Fast Food",12,1
"Burger, Fast Food",18,6
"Burger, Fast Food",19,3
"Burger, Fast Food",20,1
"Burger, Fast Food",29,2
"Burger, Fast Food",30,2
"Burger, Fast Food",59,1
"Burger, Fast Food",62,1
"Burger, Fast Food",79,2
"Burger, Fast Food",91,1
"Burger, Fast Food",92,1
"Burger, Fast Food",106,1
"Burger, Fast Food",115,1
"Burger, Fast Food",116,1
"Burger, Fast Food",119,1
"Burger, Fast Food",123,1
"Burger, Fast Food",136,2
"Burger, Fast Food",154,1
"Burger, Fast Food",164,1
"Burger, Fast Food",167,3
"Burger, Fast Food",168,1
"Burger, Fast Food",169,1
"Burger, Fast Food",171,3
"Burger, Fast Food",172,3
"Burger, Fast Food",184,5
"Burger, Fast Food",191,1
"Burger, Fast Food",192,2
"Burger, Fast Food",199,1
"Burger, Fast Food",200,1
"Burger, Fast Food",201,1
"Burger, Fast Food",205,1
"Burger, Fast Food",206,3
"Burger, Fast Food",209,2
"Burger, Fast Food",211,1
"Burger, Fast Food",212,1
"Burger, Fast Food",215,2
"Burger, Fast Food",217,1
"Burger, Fast Food",246,1
"Burger, Fast Food",256,2
"Burger, Fast Food",258,3
"Burger, Fast Food",262,2
"Burger, Fast Food",263,1
"Burger, Fast Food",276,2
"Burger, Fast Food",281,2
"Burger, Fast Food",286,2
"Burger, Fast Food",288,6
"Burger, Fast Food",295,1
"Burger, Fast Food",319,1
"Burger, Fast Food",325,1
"Burger, Fast Food",327,1
"Burger, Fast Food",331,1
"Burger, Fast Food",332,5
"Burger, Fast Food",345,1
"Burger, Fast Food",348,1
"Burger, Fast Food",351,2
"Burger, Fast Food",358,2
"Burger, Fast Food",369,1
"Burger, Fast Food",373,2
"Burger, Fast Food",380,1
"Burger, Fast Food",386,3
"Burger, Fast Food",388,2
"Burger, Fast Food",393,2
"Burger, Fast Food",394,2
"Burger, Fast Food",398,1
"Burger, Fast Food",404,1
"Burger, Fast Food",420,1
"Burger, Fast Food",421,1
"Burger, Fast Food",437,1
"Burger, Fast Food",440,1
"Burger, Fast Food",476,1
"Burger, Fast Food",477,1
"Burger, Fast Food",480,1
"Burger, Fast Food",505,3
"Burger, Fast Food",509,1
"Burger, Fast Food",510,3
"Burger, Fast Food",536,2
"Burger, Fast Food",581,2
"Burger, Fast Food",616,2
"Burger, Fast Food",621,2
"Burger, Fast Food",622,1
"Burger, Fast Food",630,2
"Burger, Fast Food",639,1
"Burger, Fast Food",646,1
"Burger, Fast Food",654,1
"Burger, Fast Food",668,1
"Burger, Fast Food",682,1
"Burger, Fast Food",1344,1
"Burger, Fast Food",1345,1
Cafe,0,114
Cafe,4,3
Cafe,6,28
Cafe,7,25
Cafe,8,2
Cafe,9,37
Cafe,10,21
Cafe,11,7
Cafe,12,4
Cafe,13,9
Cafe,14,17
Cafe,16,19
Cafe,17,6
Cafe,18,23
Cafe,21,7
Cafe,22,4
Cafe,23,4
Cafe,24,19
Cafe,25,3
Cafe,26,2
Cafe,27,11
Cafe,29,4
Cafe,30,22
Cafe,31,9
Cafe,32,2
Cafe,33,9
Cafe,35,17
Cafe,36,3
Cafe,37,3
Cafe,38,1
Cafe,45,3
Cafe,46,18
Cafe,47,7
Cafe,48,2
Cafe,49,11
Cafe,50,13
Cafe,56,5
Cafe,57,1
Cafe,59,1
Cafe,60,5
Cafe,61,31
Cafe,62,4
Cafe,63,14
Cafe,64,3
Cafe,66,4
Cafe,69,3
Cafe,70,2
Cafe,71,9
Cafe,72,2
Cafe,73,2
Cafe,77,1
Cafe,78,1
Cafe,80,4
Cafe,90,9
Cafe,91,1
Cafe,92,5
Cafe,94,1
Cafe,97,3
Cafe,104,2
Cafe,113,2
Cafe,114,4
Cafe,117,2
Cafe,136,2
Cafe,138,3
Cafe,142,5
Cafe,158,1
Cafe,167,2
Cafe,171,3
Cafe,174,3
Cafe,177,6
Cafe,190,3
Cafe,191,3
Cafe,192,9
Cafe,193,1
Cafe,211,1
Cafe,227,7
Cafe,240,4
Cafe,241,4
Cafe,259,3
Cafe,260,7
Cafe,261,3
Cafe,262,3
Cafe,263,3
Cafe,275,10
Cafe,277,1
Cafe,282,1
Cafe,284,2
Cafe,287,3
Cafe,288,1
Cafe,289,1
Cafe,367,4
Cafe,388,4
Cafe,402,3
Cafe,704,1
Cafe,713,3
Cafe,714,1
Cafe,737,1
Cafe,858,2
Cafe,1012,1
Cafe,1229,1
Cafe,1236,2
Cafe,1238,3
Cafe,1241,5
Cafe,1243,1
Cafe,1266,1
Cafe,1269,3
Cafe,1275,4
Cafe,2635,1
